390,-42.42897436
,
392,-38.53800641
,
394,-65.56401923
,
396,-43.02786325
,
398,-134.2564103
,
400,-95.77286325
,
402,-149.3411709
,
404,16.14383974
,
406,82.83044658
,
408,152.424297
,
410,259.1930235
,
412,330.8917051
,
414,431.2286282
,
416,531.8944466
,
417,587.9812137
,
418,648.779953
,
419,714.4632564
,
420,788.1109594
,
421,873.8011004
,
422,994.4072863
,
423,1089.671752
,
424,1208.137897
,
425,1325.904955
,
426,1472.099656
,
427,1600.185536
,
428,1719.545408
,
429,1851.289776
,
430,2002.246795
,
431,2153.207927
,
432,2305.383949
,
433,2463.727374
,
434,2620.246656
,
435,2762.949209
,
436,2914.887485
,
437,3076.669585
,
438,3237.114716
,
439,3376.517622
,
440,3514.214846
,
441,3700.421906
,
442,3856.232393
,
443,3990.213216
,
444,4154.23062
,
445,4331.936254
,
446,4468.246821
,
447,4625.499248
,
448,4761.537024
,
449,4936.021327
,
450,5098.561581
,
451,5283.770767
,
452,5488.146701
,
453,5682.412271
,
454,5891.856549
,
455,6064.846427
,
456,6245.060979
,
457,6423.248686
,
458,6557.162545
,
459,6701.225925
,
460,6862.890387
,
461,7022.685295
,
462,7222.72603
,
463,7395.821207
,
464,7555.748726
,
465,7734.458487
,
466,7853.935669
,
467,7995.518596
,
468,8103.559962
,
469,8257.951543
,
470,8415.601968
,
471,8563.324494
,
472,8709.251669
,
473,8836.885092
,
474,9098.250075
,
475,9242.810171
,
476,9402.760889
,
477,9647.426415
,
478,9772.347891
,
479,9902.684212
,
480,10065.01255
,
481,10181.94626
,
482,10354.37362
,
483,10576.2144
,
484,10728.04392
,
485,10905.26863
,
486,11052.59234
,
487,11218.61125
,
488,11408.83498
,
489,11554.21805
,
490,11676.77885
,
491,11827.50816
,
492,11965.74735
,
493,12141.70124
,
494,12358.5311
,
495,12518.04696
,
496,12678.10561
,
497,12880.24377
,
498,13028.93044
,
499,13187.52544
,
500,13310.19038
,
501,13507.34543
,
502,13687.31812
,
503,13877.53494
,
504,14028.02091
,
505,14191.70744
,
506,14314.73732
,
507,14507.16197
,
508,14642.96051
,
509,14803.85991
,
510,14964.79863
,
511,15105.40146
,
512,15242.98269
,
513,15426.6986
,
514,15558.26478
,
515,15722.56797
,
516,15090.06101
,
517,15240.95222
,
518,15327.34951
,
519,15442.98986
,
520,15616.70926
