390,-18.02803632
,
392,-15.68924359
,
394,-14.29123291
,
396,1.902788462
,
398,-1.209788462
,
400,-2.697138889
,
402,-7.618064103
,
404,58.73125641
,
406,129.4228504
,
408,211.11475
,
410,319.18425
,
412,410.3532372
,
414,535.2367073
,
416,628.9351774
,
417,687.6884808
,
418,745.9296026
,
419,809.2092885
,
420,866.4046581
,
421,948.3524017
,
422,1022.418833
,
423,1123.547968
,
424,1216.083541
,
425,1312.529002
,
426,1453.598103
,
427,1557.750474
,
428,1689.983496
,
429,1837.859528
,
430,1958.66315
,
431,2059.34065
,
432,2189.43034
,
433,2347.038481
,
434,2503.443085
,
435,2610.885891
,
436,2707.051652
,
437,2826.715739
,
438,2976.921515
,
439,3086.598637
,
440,3220.757152
,
441,3388.183286
,
442,3490.116643
,
443,3671.320842
,
444,3786.748449
,
445,3941.404923
,
446,4088.369788
,
447,4249.81559
,
448,4387.947667
,
449,4496.77022
,
450,4650.739947
,
451,4779.988066
,
452,4943.061397
,
453,5104.278996
,
454,5222.221771
,
455,5391.397024
,
456,5526.962105
,
457,5749.383844
,
458,5913.573675
,
459,6046.17294
,
460,6169.412427
,
461,6323.315684
,
462,6513.477714
,
463,6647.920536
,
464,6816.725103
,
465,6948.611295
,
466,7109.771637
,
467,7225.021387
,
468,7345.311511
,
469,7499.277288
,
470,7659.652329
,
471,7786.019694
,
472,7923.67447
,
473,8075.285331
,
474,8205.695361
,
475,8361.640763
,
476,8509.906566
,
477,8654.870254
,
478,8790.116312
,
479,9014.903004
,
480,9159.498639
,
481,9277.130782
,
482,9359.665568
,
483,9532.091932
,
484,9654.753425
,
485,9819.54412
,
486,9993.38725
,
487,10174.43136
,
488,10325.04369
,
489,10457.08849
,
490,10630.57788
,
491,10787.1661
,
492,10945.06513
,
493,11087.55199
,
494,11257.79471
,
495,11430.59143
,
496,11574.47876
,
497,11703.02993
,
498,11860.22313
,
499,12084.80547
,
500,12197.81548
,
501,12388.1631
,
502,12486.4457
,
503,12658.65488
,
504,12792.47184
,
505,12956.55801
,
506,13133.02589
,
507,13252.67583
,
508,13474.88072
,
509,13580.40444
,
510,13810.72247
,
511,13921.21286
,
512,14061.92477
,
513,14191.59211
,
514,14352.42273
,
515,14485.58321
,
516,13899.28892
,
517,14038.51627
,
518,14215.73161
,
519,14390.81052
,
520,14440.50892
