390,-19.14437179
,
415,123.3025021
,
416,166.2921944
,
417,209.5336175
,
418,271.2645833
,
419,486.6232179
,
420,544.741765
,
421,636.1432329
,
422,711.4395256
,
423,778.5338376
,
424,894.2974145
,
425,564.5921346
,
426,1170.459889
,
427,1237.033793
,
428,1308.148064
,
429,1331.513122
,
430,1479.148776
,
431,1558.77385
,
432,1709.097759
,
433,2067.388301
,
434,2157.933556
,
435,2279.089765
,
436,2235.57588
,
437,2539.597053
,
438,2605.906722
,
439,2821.170752
,
440,2589.355342
,
441,3131.732483
,
442,3317.760205
,
443,3442.719194
,
444,3577.355998
,
445,3685.375481
,
446,3829.137936
,
447,3956.804594
,
448,4080.544417
,
449,4194.87609
,
450,4358.737355
,
451,4492.093786
,
452,4516.25665
,
453,4657.919703
,
454,4958.663934
,
455,5154.70906
,
456,5291.85659
,
457,5485.798694
,
458,5639.124615
,
459,5910.909442
,
460,6080.967891
,
461,6171.272603
,
462,6398.483808
,
463,6505.337267
,
464,6592.411927
,
465,6652.457449
,
466,6766.325476
,
467,6985.936058
,
468,6959.727429
,
469,7218.834239
,
470,7288.661064
,
471,7525.117863
,
472,7672.094575
,
473,7895.900504
,
474,8106.836081
,
475,8236.873451
,
476,8358.267735
,
477,8504.103103
,
478,8621.984838
,
479,8771.764316
,
480,8887.897921
,
481,9016.457483
,
482,9101.515335
,
483,9217.885205
,
484,9284.587936
,
485,9111.647088
,
486,9531.923782
,
487,9677.57175
,
488,9957.439109
,
489,9957.976464
,
490,10072.43631
,
491,10465.90285
,
492,10637.62025
,
493,10751.92281
,
494,10869.01677
,
495,10877.26137
,
496,11158.3344
,
497,10970.14854
,
498,11658.29968
,
499,11863.55157
,
500,12003.71394
,
501,12191.50378
,
502,12420.58438
,
503,12614.79861
,
504,12787.2462
,
505,12976.98588
,
506,13087.36061
,
507,13239.65773
,
508,13343.04882
,
509,13491.60222
,
510,13654.29318
,
511,13873.18938
,
512,13968.63993
,
513,14153.54292
,
514,13577.75304
,
515,13679.09508
,
516,13756.03042
,
517,13926.39506
,
518,13999.43713
,
519,14118.36132
,
520,14166.92035
