390,111.2054402
,
392,129.0640107
,
394,122.570015
,
396,119.4029786
,
398,134.5695107
,
400,126.6340684
,
402,73.07201282
,
404,148.7263226
,
406,123.8390342
,
408,187.6583782
,
410,271.8550812
,
412,370.345485
,
414,473.2808291
,
416,571.389688
,
417,641.9030962
,
418,698.9964573
,
419,770.9784594
,
420,841.0028846
,
421,948.2082735
,
422,1045.889026
,
423,1166.295143
,
424,1317.303331
,
425,1441.235818
,
426,1547.370776
,
427,1682.682152
,
428,1841.526077
,
429,1951.860167
,
430,2067.993278
,
431,2205.595897
,
432,2355.458628
,
433,2514.991111
,
434,2648.797532
,
435,2793.5651
,
436,2971.918489
,
437,3124.417976
,
438,3252.778293
,
439,3392.376331
,
440,3532.282041
,
441,3645.732985
,
442,3791.334062
,
443,3941.87844
,
444,4064.2191
,
445,4219.726688
,
446,4367.209
,
447,4530.572068
,
448,4697.552327
,
449,4834.339536
,
450,4953.873316
,
451,5123.069299
,
452,5296.100145
,
453,5492.792532
,
454,5663.150919
,
455,5828.026017
,
456,5953.231308
,
457,6133.18475
,
458,6295.667912
,
459,6431.210782
,
460,6542.92972
,
461,6727.389637
,
462,6906.325626
,
463,7062.452011
,
464,7211.27919
,
465,7380.410184
,
466,7543.616784
,
467,7685.956714
,
468,7873.092874
,
469,8064.809218
,
470,8260.253152
,
471,8423.990197
,
472,8580.065412
,
473,8733.078233
,
474,8823.30216
,
475,8915.385605
,
476,9093.224838
,
477,9276.023331
,
478,9382.943425
,
479,9574.78037
,
480,9727.152017
,
481,9859.108135
,
482,10011.20617
,
483,10196.4323
,
484,10341.48253
,
485,10535.46264
,
486,10723.76878
,
487,10845.36313
,
488,10950.19994
,
489,11165.45328
,
490,11329.89896
,
491,11533.7785
,
492,11717.77099
,
493,11874.30853
,
494,11989.27957
,
495,12187.51278
,
496,12331.54803
,
497,12503.98821
,
498,12609.86469
,
499,12755.54441
,
500,12910.70928
,
501,13074.19838
,
502,13250.00386
,
503,13417.80529
,
504,13539.09444
,
505,13688.28638
,
506,13847.40408
,
507,14024.54176
,
508,14200.92655
,
509,14360.32626
,
510,14499.96724
,
511,14661.70129
,
512,14847.705
,
513,14989.40112
,
514,15104.78924
,
515,15161.78832
,
516,15329.24457
,
517,15004.19795
,
518,14750.04267
,
519,14839.21032
,
520,14951.04837
